iteracao;bnd;cliques;fenchel;limiteEnum;limiteVar;janelaModificada;valor_lifting;tempo
0;15.3952;0;0;0;0;0;0;0
1;17.0349;0;20;0;0;74;16;0.280839
2;18.1667;0;6;0;0;26;18;0.135553
3;19;0;16;0;0;24;19;0.175162
