iteracao;lb;ub;c;cortes;valor;tempo
0;0;665;0;522.548;742
1;523;665;594;163,598.722;941
2;594;665;630;462,630;802
3;594;630;612;143,612;1210
4;594;612;603;309,605.064;1138
5;603;612;608;167,608.816;1248
6;608;612;610;103,610.423;1345
7;610;612;611;47,611.248;1796
8;611;612;612;66,612.105;1432
8;612;612;612;-;-
