iteracao;bnd;cliques;fenchel;limiteEnum;limiteVar;janelaModificada;valor_lifting;tempo
0;15,3952;0;0;0;0;0;0;0
1;17,5172;46;702;0;630;494;16;91,4531
2;18,6667;2;452;0;316;244;18;66,4688
3;19,3333;4;89;0;0;367;19;7,82812
4;20;2;24;0;0;51;20;2,57812
