iteracao;bnd;cliques;fenchel;limiteEnum;limiteVar;janelaModificada;valor_lifting;tempo
0;32,2939;0;0;0;0;0;0;0
1;35,5;137;312;75;0;2732;33;109,078
2;37;0;10;0;0;258;36;1,79688
3;37,5;2;116;6;0;2009;37;16,1406
4;38;10;51;0;0;664;38;5,79688
