iteracao;bnd;cliques;fenchel;limiteEnum;limiteVar;janelaModificada;valor_lifting;tempo
0;15,3952;0;0;0;0;0;0;0
1;17,191;32;280;0;846;83;16;16,75
2;18,4;1;61;0;408;12;18;7,60938
3;19,1667;0;68;0;513;20;19;10,1094
4;20;6;211;0;362;60;20;12,2344
