iteracao;bnd;cliques;fenchel;limiteEnum;limiteVar;janelaModificada;valor_lifting;tempo
0;50,8421;0;0;0;0;0;0;0
1;52,3503;313;2;154;52;285;51;760,422
2;53,3902;75;0;74;18;10;53;328,203
3;54,1;49;0;99;42;38;54;454,906
4;55;42;0;332;260;48;55;1574,83
