iteracao;bnd;cliques;fenchel;limiteEnum;limiteVar;janelaModificada;valor_lifting;tempo
0;15.3952;0;0;0;0;0;0;0
1;17.3975;0;268;0;0;206;16;25.3481
2;18.5862;0;192;0;0;127;18;15.7469
3;19.3333;0;320;0;0;925;19;11.9855
4;20;0;41;0;0;117;20;1.57578
