iteracao;bnd;cliques;fenchel;limiteEnum;limiteVar;janelaModificada;valor_lifting;tempo
0;50,8421;0;0;0;0;0;0;0
1;52,4313;403;404;4;0;1392;51;13453,6
2;53,4036;47;98;55;0;98;53;2706,14
3;54,1;39;52;16;0;30;54;2067,78
4;55;34;46;14;0;18;55;1189,91
