iteracao;bnd;cliques;fenchel;limiteEnum;limiteVar;janelaModificada;valor_lifting
0;32.2939;0;0;0;0;0;0
1;35.5;143;172;0;0;75633
2;37;0;89;0;0;89436
3;37;3;156;0;0;197736
