iteracao;bnd;cliques;fenchel;limiteEnum;limiteVar;janelaModificada;valor_lifting;tempo
0;15.3952;0;0;0;0;0;0;0
1;17.2044;0;817;0;1992;86;16;20.3631
2;18.4;0;156;0;1178;24;18;11.5387
3;19.1429;0;234;0;382;31;19;8.11725
4;20;0;428;0;836;61;20;17.2069
