iteracao;bnd;cliques;fenchel;limiteEnum;limiteVar;janelaModificada;valor_lifting;tempo
0;32.2939;0;0;0;0;0;0;0
1;35.5;109;1;0;0;93;33;0.296875
2;37;38;0;0;0;65;36;0.234375
3;38;0;0;0;0;26;38;0.0625
