iteracao;bnd;cliques;fenchel;limiteEnum;limiteVar;janelaModificada;valor_lifting;tempo
0;15.3952;0;0;0;0;0;0;0
1;17.1765;27;25;0;0;76;16;0.188802
2;18.4;2;2;0;0;6;18;0.084404
3;19.1667;0;0;0;0;5;19;0.036935
4;20;0;0;0;0;6;20;0.033249
