iteracao;bnd;cliques;fenchel;limiteEnum;limiteVar;janelaModificada;valor_lifting
0;15.3952;0;0;0;0;0;0
1;17.5;42;270;0;13;27416
2;18.625;6;566;0;1;54618
3;19.3333;3;294;0;0;46319
4;20;0;98;0;0;29620
