iteracao;bnd;cliques;fenchel;limiteEnum;limiteVar;janelaModificada;valor_lifting;tempo
0;50.8421;0;0;0;0;0;0;0
1;52.3457;319;6;0;0;97;51;2.41873
2;53.3929;54;3;0;0;35;53;4.19258
3;54.1;63;7;0;0;14;54;3.99715
4;55;58;5;0;0;28;55;2.65509
