iteracao;bnd;cliques;fenchel;limiteEnum;limiteVar;janelaModificada;valor_lifting;tempo
0;15,3952;0;0;0;0;0;0;0
1;17,5;53;343;21;0;599;16;30,5938
2;18,6667;1;463;123;8;542;18;53,5156
3;19,3333;0;34;0;0;90;19;2,45312
4;20;3;132;0;0;400;20;6
