iteracao;bnd;cliques;fenchel;limiteEnum;limiteVar;janelaModificada;valor_lifting;tempo
0;32,2939;0;0;0;0;0;0;0
1;35,5;116;176;25;412;371;33;43,8906
2;37;30;245;7;483;628;36;65,2344
3;37,5;10;88;6;19;704;37;8,8125
4;38;22;87;0;0;798;38;6,89062
