iteracao;bnd;cliques;fenchel;limiteEnum;limiteVar;janelaModificada;valor_lifting;tempo
0;15,3952;0;0;0;0;0;0;0
1;17,5;45;288;1;13;337;16;40,8594
2;18,6667;2;459;9;128;523;18;95,6094
3;19,3333;3;493;0;0;1883;19;27,875
4;20;0;34;0;0;42;20;2,375
