iteracao;bnd;cliques;fenchel;limiteEnum;limiteVar;janelaModificada;valor_lifting;tempo
0;32,2939;0;0;0;0;0;0;0
1;35,5;144;288;0;923;487;33;89
2;37;4;165;0;216;751;36;33,6406
3;37;18;100;0;36;505;36;16,6875
