iteracao;lb;ub;c;cortes;valor;tempo
0;0;665;0;472.415;9
1;473;665;569;589.454;10
2;569;665;617;626.5;11
3;617;665;641;644.5;10
4;641;665;653;653.5;9
5;653;665;659;659;10
6;653;659;656;656;10
7;653;656;655;655;9
7;655;656;655;-;-
