iteracao;bnd;cliques;fenchel;limiteEnum;limiteVar;janelaModificada;valor_lifting;tempo
0;32,2939;0;0;0;0;0;0;0
1;35,5;149;236;0;54;975;33;89,1875
2;37;4;73;0;0;1291;36;13,6406
3;37,5;0;53;0;0;548;37;4,71875
4;38;2;96;0;0;1135;38;9,14062
