iteracao;bnd;cliques;fenchel;limiteEnum;limiteVar;janelaModificada;valor_lifting;tempo
0;50.8421;0;0;0;0;0;0;0
1;52.4134;374;59;0;0;272;51;71.9413
2;53.4056;42;11;0;0;19;53;18.582
3;54.1;41;11;0;0;29;54;32.7815
4;55;11;8;0;0;19;55;24.1688
