iteracao;bnd;cliques;fenchel;limiteEnum;limiteVar;janelaModificada;valor_lifting;tempo
0;50.8421;0;0;0;0;0;0;0
1;52.4257;398;252;2518;0;1743;51;29316.2
2;53.4516;25;17;169;0;110;53;1982.09
