iteracao;bnd;cliques;fenchel;limiteEnum;limiteVar;janelaModificada;valor_lifting;tempo
0;15.3952;0;0;0;0;0;0;0
1;17.2159;0;323;0;733;67;16;11.9112
2;18.3889;0;112;0;470;24;18;6.19539
3;19.1667;0;119;0;617;30;19;9.47471
4;20;0;286;0;822;57;20;12.8829
