iteracao;bnd;cliques;fenchel;limiteEnum;limiteVar;janelaModificada;valor_lifting;tempo
0;15.3952;0;0;0;0;0;0;0
1;17.0424;0;74;0;0;160;16;26.8052
2;18.2318;0;82;0;0;122;18;26.2332
3;19.0298;0;16;0;0;32;19;7.11365
4;20;0;49;0;0;39;20;12.3438
