iteracao;bnd;cliques;fenchel;limiteEnum;limiteVar;janelaModificada;valor_lifting;tempo
0;32.2939;0;0;0;0;0;0;0
1;35.5;109;8;0;0;104;33;0.53125
2;37;16;36;0;0;429;36;1.53125
3;37;0;0;0;0;53;36;0.125
