iteracao;bnd;cliques;fenchel;limiteEnum;limiteVar;janelaModificada;valor_lifting;tempo
0;15.3952;0;0;0;0;0;0;0
1;17.04;0;14;0;183;22;16;0.161629
2;18.1667;0;1;0;82;6;18;0.076861
3;19;0;0;0;29;4;19;0.029085
