iteracao;bnd;cliques;fenchel;limiteEnum;limiteVar;janelaModificada;valor_lifting;tempo
0;15.3952;0;0;0;0;0;0;0
1;17.5;0;722;0;694;501;16;97.5469
2;18.6667;0;194;0;236;183;18;34.5469
3;19.2857;0;92;0;0;307;19;6.45312
4;20;0;213;0;1;286;20;18.7969
