iteracao;bnd;cliques;fenchel;limiteEnum;limiteVar;janelaModificada;valor_lifting;tempo
0;15,3952;0;0;0;0;0;0;0
1;17,191;32;280;0;846;83;16;14,2969
2;18,4;1;61;0;408;12;18;6,35938
3;19,1667;0;68;0;513;20;19;9,29688
4;20;6;211;0;362;60;20;10,6719
