iteracao;bnd;cliques;fenchel;limiteEnum;limiteVar;janelaModificada;valor_lifting;tempo
0;15.3952;0;0;0;0;0;0;0
1;17.0405;0;12;1;0;60;16;8.70813
2;18.1739;0;12;0;0;39;18;7.72528
3;19;0;11;1;0;44;19;5.8414
