iter;select;parameter;obj;time
1;3;3;18.363636363636363;11.69191861152649
1;3;4;18.363636363636363;12.597171783447266
2;3;5;19.777777777777782;15.285465002059937
2;3;6;19.777777777777782;11.671390533447266
2;3;7;19.777777777777782;16.076363801956177
2;3;8;19.777777777777782;11.231781244277954
basic+general_cliques;iter;select;parameter;obj;time
0;0;3;19.0;0.021888256072998047
0;0;4;19.0;0.020653247833251953
1;0;5;19.0;0.032947540283203125
